persona_id,persona_name,age,occupation,residence,income_band,user_id,transaction_id,source,direction,transaction_type,payment_method,transaction_date,day_of_week,transaction_time,category,subcategory,merchant,merchant_id,amount_krw,account_id,card_id,is_fixed,is_recurring,classify_source,confirm_status,exclude_tag,status,memo
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0086,SEED,EXPENSE,CARD,CARD,2026-07-05,일,20:12,사회·경조,모임,스터디 회식,M-26,38000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,약속·모임
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0087,SEED,EXPENSE,CARD,CARD,2026-07-06,월,08:35,교통,대중교통,서울교통공사,M-07,3150,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0088,SEED,EXPENSE,CARD,CARD,2026-07-06,월,11:58,식비,점심,백반집,M-08,11900,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0089,SEED,EXPENSE,CARD,CARD,2026-07-07,화,13:30,식비,점심,샐러드 가게,M-21,13800,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0090,SEED,EXPENSE,CARD,CARD,2026-07-07,화,16:03,식비,카페,편의점 커피,M-01,2400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0091,SEED,EXPENSE,CARD,CARD,2026-07-08,수,08:20,교통,대중교통,서울교통공사,M-07,1750,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0092,SEED,EXPENSE,WITHDRAW,ACCOUNT,2026-07-08,수,08:35,주거·통신,월세,원룸 월세,M-06,769700,ACC-DEMO-001,,true,true,MODEL,AUTO,NONE,NORMAL,월 정기 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0093,SEED,EXPENSE,CARD,CARD,2026-07-09,목,07:33,교통,대중교통,서울교통공사,M-07,2150,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0094,SEED,EXPENSE,CARD,CARD,2026-07-09,목,12:40,식비,점심,백반집,M-08,9500,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0095,SEED,EXPENSE,CARD,CARD,2026-07-09,목,17:10,식비,장보기,온라인 장보기,M-33,53000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,식재료 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0096,SEED,EXPENSE,CARD,CARD,2026-07-10,금,09:00,교통,대중교통,서울교통공사,M-07,3000,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0097,SEED,EXPENSE,CARD,CARD,2026-07-10,금,18:07,식비,저녁/외식,닭갈비집,M-32,23600,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,저녁 식사
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0098,SEED,EXPENSE,CARD,CARD,2026-07-10,금,19:28,사회·경조,모임,급여일 저녁 약속,M-34,65000,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,급여일 소비
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0099,SEED,EXPENSE,CARD,CARD,2026-07-11,토,14:03,식비,편의점,GS25,M-09,6500,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0100,SEED,EXPENSE,CARD,CARD,2026-07-12,일,07:50,주거·통신,구독,음악 스트리밍,M-35,11200,,CARD-DEMO-001,true,true,MERCHANT_MAP,AUTO,NONE,NORMAL,자동 결제
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0101,SEED,EXPENSE,CARD,CARD,2026-07-12,일,20:05,교통,택시,서울 택시,M-03,20400,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0102,SEED,EXPENSE,CARD,CARD,2026-07-13,월,08:03,교통,대중교통,서울교통공사,M-07,3400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0103,SEED,EXPENSE,CARD,CARD,2026-07-13,월,11:46,식비,점심,분식집,M-14,6800,,CARD-DEMO-001,false,false,MERCHANT_MAP,PENDING,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0104,SEED,EXPENSE,CARD,CARD,2026-07-14,화,09:23,교통,대중교통,서울교통공사,M-07,2500,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0105,SEED,EXPENSE,CARD,CARD,2026-07-14,화,11:57,식비,점심,샐러드 가게,M-21,13500,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0106,SEED,EXPENSE,CARD,CARD,2026-07-14,화,18:15,쇼핑,생활용품,네이버쇼핑,M-36,96000,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,비정기 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0107,SEED,EXPENSE,CARD,CARD,2026-07-14,화,20:17,식비,저녁/외식,닭갈비집,M-32,14100,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,저녁 식사
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0108,SEED,EXPENSE,CARD,CARD,2026-07-14,화,22:20,교통,택시,카카오T,M-19,24300,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0109,SEED,EXPENSE,WITHDRAW,ACCOUNT,2026-07-15,수,09:05,주거·통신,통신,휴대폰 요금,M-20,70200,ACC-DEMO-001,,true,true,MODEL,PENDING,NONE,NORMAL,월 정기 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0110,SEED,EXPENSE,CARD,CARD,2026-07-15,수,11:57,식비,점심,백반집,M-08,11400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0111,SEED,EXPENSE,CARD,CARD,2026-07-15,수,13:23,식비,장보기,온라인 장보기,M-33,37000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,식재료 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0112,SEED,EXPENSE,CARD,CARD,2026-07-15,수,20:21,식비,저녁/외식,배달 음식,M-24,31600,,CARD-DEMO-001,false,false,MERCHANT_MAP,PENDING,NONE,NORMAL,저녁 식사
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0113,SEED,EXPENSE,CARD,CARD,2026-07-15,수,22:16,교통,택시,서울 택시,M-03,10100,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0114,SEED,EXPENSE,CARD,CARD,2026-07-16,목,18:11,식비,편의점,세븐일레븐,M-37,3400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0115,SEED,EXPENSE,CARD,CARD,2026-07-17,금,08:13,교통,대중교통,서울교통공사,M-07,2550,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0116,SEED,EXPENSE,CARD,CARD,2026-07-17,금,12:06,식비,점심,백반집,M-08,9600,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0117,SEED,EXPENSE,CARD,CARD,2026-07-17,금,16:21,식비,카페,동네 카페,M-12,4100,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0118,SEED,EXPENSE,CARD,CARD,2026-07-18,토,15:43,식비,카페,동네 카페,M-12,7300,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0119,SEED,EXPENSE,CARD,CARD,2026-07-19,일,10:23,식비,카페,편의점 커피,M-01,2200,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0120,SEED,EXPENSE,CARD,CARD,2026-07-20,월,07:46,교통,대중교통,서울교통공사,M-07,2250,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,재택·절약일
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0121,SEED,EXPENSE,WITHDRAW,ACCOUNT,2026-07-20,월,08:20,주거·통신,인터넷,인터넷 요금,M-23,35400,ACC-DEMO-001,,true,true,MERCHANT_MAP,AUTO,NONE,NORMAL,월 정기 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0122,SEED,EXPENSE,CARD,CARD,2026-07-20,월,13:34,식비,카페,동네 카페,M-12,5500,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0123,SEED,EXPENSE,CARD,CARD,2026-07-20,월,16:58,식비,장보기,온라인 장보기,M-33,55000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,식재료 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0124,SEED,EXPENSE,CARD,CARD,2026-07-21,화,08:46,교통,대중교통,서울교통공사,M-07,2300,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0125,SEED,EXPENSE,WITHDRAW,ACCOUNT,2026-07-22,수,08:40,주거·통신,공과금,전기·가스 요금,M-25,109000,ACC-DEMO-001,,true,true,MERCHANT_MAP,AUTO,NONE,NORMAL,사용량에 따라 변동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0126,SEED,EXPENSE,CARD,CARD,2026-07-22,수,08:53,교통,대중교통,서울교통공사,M-07,2700,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,재택·절약일
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0127,SEED,EXPENSE,CARD,CARD,2026-07-22,수,11:40,식비,점심,백반집,M-08,11000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0128,SEED,EXPENSE,CARD,CARD,2026-07-23,목,08:20,교통,대중교통,서울교통공사,M-07,2550,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0129,SEED,EXPENSE,CARD,CARD,2026-07-23,목,13:23,식비,점심,분식집,M-14,8100,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0130,SEED,EXPENSE,CARD,CARD,2026-07-23,목,15:39,식비,카페,프랜차이즈 카페,M-11,6400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0131,SEED,EXPENSE,CARD,CARD,2026-07-23,목,18:54,사회·경조,모임,친구 모임,M-04,42000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,약속·모임
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0132,SEED,EXPENSE,CARD,CARD,2026-07-23,목,20:17,교육,도서,전자책 서비스,M-38,87000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,학습 관련 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0133,SEED,EXPENSE,CARD,CARD,2026-07-23,목,21:14,식비,저녁/외식,배달 음식,M-24,17300,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,저녁 식사
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0134,SEED,EXPENSE,CARD,CARD,2026-07-24,금,08:05,교통,대중교통,서울교통공사,M-07,3200,,CARD-DEMO-001,false,false,MERCHANT_MAP,PENDING,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0135,SEED,EXPENSE,CARD,CARD,2026-07-24,금,11:56,식비,점심,백반집,M-08,12300,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0136,SEED,EXPENSE,CARD,CARD,2026-07-24,금,13:30,식비,카페,편의점 커피,M-01,2700,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0137,SEED,EXPENSE,CARD,CARD,2026-07-24,금,20:35,사회·경조,모임,동료 모임,M-17,30000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,약속·모임
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0138,SEED,EXPENSE,CARD,CARD,2026-07-25,토,18:22,사회·경조,모임,급여일 저녁 약속,M-34,45000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,급여일 소비
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0139,SEED,EXPENSE,CARD,CARD,2026-07-26,일,14:52,식비,카페,동네 카페,M-12,4700,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0140,SEED,EXPENSE,CARD,CARD,2026-07-26,일,16:58,식비,장보기,동네 마트,M-28,39000,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,식재료 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0141,SEED,EXPENSE,CARD,CARD,2026-07-27,월,09:29,교통,대중교통,서울교통공사,M-07,2550,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0142,SEED,EXPENSE,CARD,CARD,2026-07-27,월,12:16,식비,점심,샐러드 가게,M-21,10300,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0143,SEED,EXPENSE,CARD,CARD,2026-07-27,월,13:04,식비,카페,동네 카페,M-12,4700,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0144,SEED,EXPENSE,CARD,CARD,2026-07-28,화,09:01,교통,대중교통,서울교통공사,M-07,2200,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0145,SEED,EXPENSE,CARD,CARD,2026-07-28,화,12:48,식비,점심,샐러드 가게,M-21,11300,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0146,SEED,EXPENSE,CARD,CARD,2026-07-29,수,08:53,교통,대중교통,서울교통공사,M-07,2000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0147,SEED,EXPENSE,CARD,CARD,2026-07-29,수,12:33,식비,점심,분식집,M-14,7400,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0148,SEED,EXPENSE,CARD,CARD,2026-07-29,수,20:53,사회·경조,모임,스터디 회식,M-26,78000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,약속·모임
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0149,SEED,EXPENSE,CARD,CARD,2026-07-30,목,08:18,교통,대중교통,서울교통공사,M-07,1500,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0150,SEED,EXPENSE,CARD,CARD,2026-07-30,목,17:33,식비,편의점,GS25,M-09,10800,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0151,SEED,EXPENSE,CARD,CARD,2026-07-31,금,08:39,교통,대중교통,서울교통공사,M-07,2450,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0152,SEED,EXPENSE,CARD,CARD,2026-07-31,금,13:41,식비,점심,분식집,M-14,7400,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0153,SEED,EXPENSE,CARD,CARD,2026-07-31,금,14:40,쇼핑,의류,다이소,M-39,64000,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,비정기 구매
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0154,SEED,EXPENSE,CARD,CARD,2026-08-01,토,10:12,식비,카페,프랜차이즈 카페,M-11,4900,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0155,SEED,EXPENSE,CARD,CARD,2026-08-01,토,21:41,식비,저녁/외식,배달 음식,M-24,26800,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,주말 약속
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0156,SEED,EXPENSE,CARD,CARD,2026-08-02,일,14:08,식비,카페,동네 카페,M-12,4600,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0157,SEED,EXPENSE,CARD,CARD,2026-08-03,월,07:44,교통,대중교통,서울교통공사,M-07,1900,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0158,SEED,EXPENSE,CARD,CARD,2026-08-03,월,17:50,건강,병원,치과,M-40,37000,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,건강 관련 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0159,SEED,EXPENSE,CARD,CARD,2026-08-03,월,19:10,여가·문화,헬스장,동네 헬스장,M-31,55000,,CARD-DEMO-001,true,true,MERCHANT_MAP,PENDING,NONE,NORMAL,월 정기 결제
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0160,SEED,EXPENSE,CARD,CARD,2026-08-05,수,09:16,교통,대중교통,서울교통공사,M-07,2750,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0161,SEED,EXPENSE,CARD,CARD,2026-08-05,수,11:32,식비,점심,백반집,M-08,10600,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0162,SEED,EXPENSE,CARD,CARD,2026-08-06,목,07:36,교통,대중교통,서울교통공사,M-07,1550,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0163,SEED,EXPENSE,CARD,CARD,2026-08-06,목,12:15,식비,점심,구내식당,M-10,7600,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0164,SEED,EXPENSE,CARD,CARD,2026-08-07,금,12:36,식비,점심,샐러드 가게,M-21,11600,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0165,SEED,EXPENSE,CARD,CARD,2026-08-07,금,21:50,식비,편의점,CU,M-41,10100,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0166,SEED,EXPENSE,WITHDRAW,ACCOUNT,2026-08-08,토,08:35,주거·통신,월세,원룸 월세,M-06,785400,ACC-DEMO-001,,true,true,MERCHANT_MAP,AUTO,NONE,NORMAL,월 정기 지출
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0167,SEED,EXPENSE,CARD,CARD,2026-08-08,토,20:04,사회·경조,모임,동료 모임,M-17,73000,,CARD-DEMO-001,false,false,MODEL,AUTO,NONE,NORMAL,약속·모임
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0168,SEED,EXPENSE,CARD,CARD,2026-08-10,월,09:04,교통,대중교통,서울교통공사,M-07,2200,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,통학·이동
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0169,SEED,EXPENSE,CARD,CARD,2026-08-10,월,13:23,식비,점심,분식집,M-14,6600,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,평일 점심
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0170,SEED,EXPENSE,CARD,CARD,2026-08-10,월,16:18,식비,카페,편의점 커피,M-01,1700,,CARD-DEMO-001,false,false,MERCHANT_MAP,AUTO,NONE,NORMAL,
P-DEMO-001,김하늘,28,SSAFY 교육생,서울 관악구,월 300~350만원,USR-DEMO-001,TX-DEMO-0171,SEED,EXPENSE,CARD,CARD,2026-08-10,월,20:17,사회·경조,모임,급여일 저녁 약속,M-34,71000,,CARD-DEMO-001,false,false,USER,CONFIRMED,NONE,NORMAL,급여일 소비
